chain_id,thread_id,user_a,user_b,i_idx,j_idx,lag,id_x,id_y,user_x,user_y,pair_type,tokens_x,tokens_y,H,H_per_token,sigma,model,max_tokens
132,475,389,10,0,3,3,480,549,389,10,interpersonal,254,106,73.434715,0.289113,0.3,bert-base-uncased,256
132,475,389,10,0,4,4,480,556,389,389,intrapersonal,254,87,73.867325,0.290816,0.3,bert-base-uncased,256
132,475,389,10,1,2,1,481,535,10,389,interpersonal,87,89,23.436346,0.269383,0.3,bert-base-uncased,256
132,475,389,10,1,3,2,481,549,10,10,intrapersonal,87,106,23.701492,0.272431,0.3,bert-base-uncased,256
132,475,389,10,1,4,3,481,556,10,389,interpersonal,87,87,23.749905,0.272987,0.3,bert-base-uncased,256
132,475,389,10,2,3,1,535,549,389,10,interpersonal,89,106,23.621759,0.265413,0.3,bert-base-uncased,256
132,475,389,10,2,4,2,535,556,389,389,intrapersonal,89,87,21.655268,0.243318,0.3,bert-base-uncased,256
132,475,389,10,3,4,1,549,556,10,389,interpersonal,106,87,25.935472,0.244674,0.3,bert-base-uncased,256
133,670,476,10,0,1,1,672,677,476,10,interpersonal,253,236,63.147987,0.249597,0.3,bert-base-uncased,256
133,670,476,10,0,2,2,672,772,476,476,intrapersonal,253,93,74.118263,0.292958,0.3,bert-base-uncased,256
133,670,476,10,1,2,1,677,772,10,476,interpersonal,236,93,68.478409,0.290163,0.3,bert-base-uncased,256
134,670,476,10,0,1,1,672,677,476,10,interpersonal,253,236,63.147987,0.249597,0.3,bert-base-uncased,256
134,670,476,10,0,2,2,672,772,476,476,intrapersonal,253,93,74.118263,0.292958,0.3,bert-base-uncased,256
134,670,476,10,1,2,1,677,772,10,476,interpersonal,236,93,68.478409,0.290163,0.3,bert-base-uncased,256
135,670,476,10,0,1,1,672,677,476,10,interpersonal,253,236,63.147987,0.249597,0.3,bert-base-uncased,256
135,670,476,10,0,2,2,672,772,476,476,intrapersonal,253,93,74.118263,0.292958,0.3,bert-base-uncased,256
135,670,476,10,1,2,1,677,772,10,476,interpersonal,236,93,68.478409,0.290163,0.3,bert-base-uncased,256
136,670,1092,79,0,1,1,1401,1581,1092,79,interpersonal,73,63,14.043775,0.192380,0.3,bert-base-uncased,256
136,670,1092,79,0,2,2,1401,1618,1092,1092,intrapersonal,73,76,20.066216,0.274880,0.3,bert-base-uncased,256
136,670,1092,79,1,2,1,1581,1618,79,1092,interpersonal,63,76,16.767479,0.266150,0.3,bert-base-uncased,256
137,670,476,10,0,1,1,672,677,476,10,interpersonal,253,236,63.147987,0.249597,0.3,bert-base-uncased,256
137,670,476,10,0,2,2,672,772,476,476,intrapersonal,253,93,74.118263,0.292958,0.3,bert-base-uncased,256
137,670,476,10,1,2,1,677,772,10,476,interpersonal,236,93,68.478409,0.290163,0.3,bert-base-uncased,256
138,693,554,193,0,1,1,697,698,554,193,interpersonal,144,165,37.993065,0.263841,0.3,bert-base-uncased,256
138,693,554,193,0,2,2,697,797,554,554,intrapersonal,144,104,37.533035,0.260646,0.3,bert-base-uncased,256
138,693,554,193,1,2,1,698,797,193,554,interpersonal,165,104,46.152832,0.279714,0.3,bert-base-uncased,256
139,717,375,149,0,1,1,1170,1191,375,149,interpersonal,181,111,49.363953,0.272729,0.3,bert-base-uncased,256
139,717,375,149,0,2,2,1170,1397,375,375,intrapersonal,181,77,51.817055,0.286282,0.3,bert-base-uncased,256
139,717,375,149,1,2,1,1191,1397,149,375,interpersonal,111,77,31.255037,0.281577,0.3,bert-base-uncased,256
140,727,90,185,0,1,1,728,730,90,185,interpersonal,254,170,64.456299,0.253765,0.3,bert-base-uncased,256
140,727,90,185,0,2,2,728,880,90,90,intrapersonal,254,141,74.694031,0.294071,0.3,bert-base-uncased,256
140,727,90,185,0,3,3,728,1043,90,185,interpersonal,254,125,73.033905,0.287535,0.3,bert-base-uncased,256
140,727,90,185,0,4,4,728,1305,90,90,intrapersonal,254,126,75.203606,0.296077,0.3,bert-base-uncased,256
140,727,90,185,0,5,5,728,1339,90,185,interpersonal,254,109,75.654381,0.297852,0.3,bert-base-uncased,256
140,727,90,185,0,6,6,728,1511,90,90,intrapersonal,254,114,79.292496,0.312175,0.3,bert-base-uncased,256
140,727,90,185,1,2,1,730,880,185,90,interpersonal,170,141,44.445099,0.261442,0.3,bert-base-uncased,256
140,727,90,185,1,3,2,730,1043,185,185,intrapersonal,170,125,45.343899,0.266729,0.3,bert-base-uncased,256
140,727,90,185,1,4,3,730,1305,185,90,interpersonal,170,126,46.846424,0.275567,0.3,bert-base-uncased,256
140,727,90,185,1,5,4,730,1339,185,185,intrapersonal,170,109,42.217777,0.248340,0.3,bert-base-uncased,256
140,727,90,185,1,6,5,730,1511,185,90,interpersonal,170,114,50.051155,0.294419,0.3,bert-base-uncased,256
140,727,90,185,2,3,1,880,1043,90,185,interpersonal,141,125,37.643993,0.266979,0.3,bert-base-uncased,256
140,727,90,185,2,4,2,880,1305,90,90,intrapersonal,141,126,39.949505,0.283330,0.3,bert-base-uncased,256
140,727,90,185,2,5,3,880,1339,90,185,interpersonal,141,109,40.924263,0.290243,0.3,bert-base-uncased,256
140,727,90,185,2,6,4,880,1511,90,90,intrapersonal,141,114,41.027157,0.290973,0.3,bert-base-uncased,256
140,727,90,185,3,4,1,1043,1305,185,90,interpersonal,125,126,34.213413,0.273707,0.3,bert-base-uncased,256
140,727,90,185,3,5,2,1043,1339,185,185,intrapersonal,125,109,34.276428,0.274211,0.3,bert-base-uncased,256
140,727,90,185,3,6,3,1043,1511,185,90,interpersonal,125,114,35.827881,0.286623,0.3,bert-base-uncased,256
140,727,90,185,4,5,1,1305,1339,90,185,interpersonal,126,109,34.393433,0.272964,0.3,bert-base-uncased,256
140,727,90,185,4,6,2,1305,1511,90,90,intrapersonal,126,114,34.060314,0.270320,0.3,bert-base-uncased,256
140,727,90,185,5,6,1,1339,1511,185,90,interpersonal,109,114,31.531084,0.289276,0.3,bert-base-uncased,256
141,727,90,1010,0,1,1,1511,1531,90,1010,interpersonal,114,114,4.084361,0.035828,0.3,bert-base-uncased,256
141,727,90,1010,0,2,2,1511,1656,90,90,intrapersonal,114,85,35.293419,0.309591,0.3,bert-base-uncased,256
141,727,90,1010,1,2,1,1531,1656,1010,90,interpersonal,114,85,35.171555,0.308522,0.3,bert-base-uncased,256
142,727,90,185,0,1,1,728,730,90,185,interpersonal,254,170,64.456299,0.253765,0.3,bert-base-uncased,256
142,727,90,185,0,2,2,728,880,90,90,intrapersonal,254,141,74.694031,0.294071,0.3,bert-base-uncased,256
142,727,90,185,0,3,3,728,1043,90,185,interpersonal,254,125,73.033905,0.287535,0.3,bert-base-uncased,256
142,727,90,185,0,4,4,728,1305,90,90,intrapersonal,254,126,75.203606,0.296077,0.3,bert-base-uncased,256
142,727,90,185,0,5,5,728,1339,90,185,interpersonal,254,109,75.654381,0.297852,0.3,bert-base-uncased,256
142,727,90,185,1,2,1,730,880,185,90,interpersonal,170,141,44.445099,0.261442,0.3,bert-base-uncased,256
142,727,90,185,1,3,2,730,1043,185,185,intrapersonal,170,125,45.343899,0.266729,0.3,bert-base-uncased,256
142,727,90,185,1,4,3,730,1305,185,90,interpersonal,170,126,46.846424,0.275567,0.3,bert-base-uncased,256
142,727,90,185,1,5,4,730,1339,185,185,intrapersonal,170,109,42.217777,0.248340,0.3,bert-base-uncased,256
142,727,90,185,2,3,1,880,1043,90,185,interpersonal,141,125,37.643993,0.266979,0.3,bert-base-uncased,256
142,727,90,185,2,4,2,880,1305,90,90,intrapersonal,141,126,39.949505,0.283330,0.3,bert-base-uncased,256
142,727,90,185,2,5,3,880,1339,90,185,interpersonal,141,109,40.924263,0.290243,0.3,bert-base-uncased,256
142,727,90,185,3,4,1,1043,1305,185,90,interpersonal,125,126,34.213413,0.273707,0.3,bert-base-uncased,256
142,727,90,185,3,5,2,1043,1339,185,185,intrapersonal,125,109,34.276428,0.274211,0.3,bert-base-uncased,256
142,727,90,185,4,5,1,1305,1339,90,185,interpersonal,126,109,34.393433,0.272964,0.3,bert-base-uncased,256
143,727,90,1108,0,1,1,1510,1532,90,1108,interpersonal,114,112,29.081394,0.255100,0.3,bert-base-uncased,256
143,727,90,1108,0,2,2,1510,1654,90,90,intrapersonal,114,130,33.000557,0.289479,0.3,bert-base-uncased,256
143,727,90,1108,1,2,1,1532,1654,1108,90,interpersonal,112,130,27.398357,0.244628,0.3,bert-base-uncased,256
144,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
144,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
144,733,531,636,0,3,3,733,890,531,636,interpersonal,118,48,37.074921,0.314194,0.3,bert-base-uncased,256
144,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
144,733,531,636,1,3,2,735,890,636,636,intrapersonal,136,48,43.464920,0.319595,0.3,bert-base-uncased,256
144,733,531,636,2,3,1,777,890,531,636,interpersonal,138,48,44.064346,0.319307,0.3,bert-base-uncased,256
145,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
145,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
145,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
146,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
146,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
146,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
147,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
147,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
147,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
148,733,545,559,0,1,1,784,785,545,559,interpersonal,97,143,23.546803,0.242751,0.3,bert-base-uncased,256
148,733,545,559,0,2,2,784,881,545,545,intrapersonal,97,79,29.473738,0.303853,0.3,bert-base-uncased,256
148,733,545,559,1,2,1,785,881,559,545,interpersonal,143,79,43.820786,0.306439,0.3,bert-base-uncased,256
149,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
149,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
149,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
150,733,545,559,0,1,1,784,785,545,559,interpersonal,97,143,23.546803,0.242751,0.3,bert-base-uncased,256
150,733,545,559,0,2,2,784,881,545,545,intrapersonal,97,79,29.473738,0.303853,0.3,bert-base-uncased,256
150,733,545,559,1,2,1,785,881,559,545,interpersonal,143,79,43.820786,0.306439,0.3,bert-base-uncased,256
151,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
151,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
151,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
152,733,545,559,0,1,1,784,785,545,559,interpersonal,97,143,23.546803,0.242751,0.3,bert-base-uncased,256
152,733,545,559,0,2,2,784,881,545,545,intrapersonal,97,79,29.473738,0.303853,0.3,bert-base-uncased,256
152,733,545,559,1,2,1,785,881,559,545,interpersonal,143,79,43.820786,0.306439,0.3,bert-base-uncased,256
153,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
153,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
153,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
154,733,545,559,0,1,1,784,785,545,559,interpersonal,97,143,23.546803,0.242751,0.3,bert-base-uncased,256
154,733,545,559,0,2,2,784,881,545,545,intrapersonal,97,79,29.473738,0.303853,0.3,bert-base-uncased,256
154,733,545,559,1,2,1,785,881,559,545,interpersonal,143,79,43.820786,0.306439,0.3,bert-base-uncased,256
155,733,545,666,0,1,1,881,884,545,666,interpersonal,79,71,20.440981,0.258747,0.3,bert-base-uncased,256
155,733,545,666,0,2,2,881,1148,545,545,intrapersonal,79,58,22.980036,0.290887,0.3,bert-base-uncased,256
155,733,545,666,1,2,1,884,1148,666,545,interpersonal,71,58,21.871843,0.308054,0.3,bert-base-uncased,256
156,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
156,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
156,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
157,733,545,559,0,1,1,784,785,545,559,interpersonal,97,143,23.546803,0.242751,0.3,bert-base-uncased,256
157,733,545,559,0,2,2,784,881,545,545,intrapersonal,97,79,29.473738,0.303853,0.3,bert-base-uncased,256
157,733,545,559,1,2,1,785,881,559,545,interpersonal,143,79,43.820786,0.306439,0.3,bert-base-uncased,256
158,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
158,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
158,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
159,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
159,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
159,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
160,733,594,283,0,1,1,788,790,594,283,interpersonal,98,113,22.653049,0.231154,0.3,bert-base-uncased,256
160,733,594,283,0,2,2,788,850,594,594,intrapersonal,98,139,25.143038,0.256562,0.3,bert-base-uncased,256
160,733,594,283,1,2,1,790,850,283,594,interpersonal,113,139,28.390648,0.251245,0.3,bert-base-uncased,256
161,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
161,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
161,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
162,733,594,283,0,1,1,788,790,594,283,interpersonal,98,113,22.653049,0.231154,0.3,bert-base-uncased,256
162,733,594,283,0,2,2,788,850,594,594,intrapersonal,98,139,25.143038,0.256562,0.3,bert-base-uncased,256
162,733,594,283,1,2,1,790,850,283,594,interpersonal,113,139,28.390648,0.251245,0.3,bert-base-uncased,256
163,733,594,679,0,1,1,850,853,594,679,interpersonal,139,112,34.562035,0.248648,0.3,bert-base-uncased,256
163,733,594,679,0,2,2,850,892,594,594,intrapersonal,139,70,40.369453,0.290428,0.3,bert-base-uncased,256
163,733,594,679,1,2,1,853,892,679,594,interpersonal,112,70,31.916706,0.284971,0.3,bert-base-uncased,256
164,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
164,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
164,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
165,733,594,283,0,1,1,788,790,594,283,interpersonal,98,113,22.653049,0.231154,0.3,bert-base-uncased,256
165,733,594,283,0,2,2,788,850,594,594,intrapersonal,98,139,25.143038,0.256562,0.3,bert-base-uncased,256
165,733,594,283,1,2,1,790,850,283,594,interpersonal,113,139,28.390648,0.251245,0.3,bert-base-uncased,256
166,733,594,679,0,1,1,850,853,594,679,interpersonal,139,112,34.562035,0.248648,0.3,bert-base-uncased,256
166,733,594,679,0,2,2,850,892,594,594,intrapersonal,139,70,40.369453,0.290428,0.3,bert-base-uncased,256
166,733,594,679,1,2,1,853,892,679,594,interpersonal,112,70,31.916706,0.284971,0.3,bert-base-uncased,256
167,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
167,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
167,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
168,733,594,283,0,1,1,788,790,594,283,interpersonal,98,113,22.653049,0.231154,0.3,bert-base-uncased,256
168,733,594,283,0,2,2,788,850,594,594,intrapersonal,98,139,25.143038,0.256562,0.3,bert-base-uncased,256
168,733,594,283,1,2,1,790,850,283,594,interpersonal,113,139,28.390648,0.251245,0.3,bert-base-uncased,256
169,733,594,679,0,1,1,850,853,594,679,interpersonal,139,112,34.562035,0.248648,0.3,bert-base-uncased,256
169,733,594,679,0,2,2,850,892,594,594,intrapersonal,139,70,40.369453,0.290428,0.3,bert-base-uncased,256
169,733,594,679,1,2,1,853,892,679,594,interpersonal,112,70,31.916706,0.284971,0.3,bert-base-uncased,256
170,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
170,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
170,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
171,733,594,283,0,1,1,788,790,594,283,interpersonal,98,113,22.653049,0.231154,0.3,bert-base-uncased,256
171,733,594,283,0,2,2,788,850,594,594,intrapersonal,98,139,25.143038,0.256562,0.3,bert-base-uncased,256
171,733,594,283,1,2,1,790,850,283,594,interpersonal,113,139,28.390648,0.251245,0.3,bert-base-uncased,256
172,733,594,679,0,1,1,850,853,594,679,interpersonal,139,112,34.562035,0.248648,0.3,bert-base-uncased,256
172,733,594,679,0,2,2,850,892,594,594,intrapersonal,139,70,40.369453,0.290428,0.3,bert-base-uncased,256
172,733,594,679,1,2,1,853,892,679,594,interpersonal,112,70,31.916706,0.284971,0.3,bert-base-uncased,256
173,733,594,480,0,1,1,892,895,594,480,interpersonal,70,43,20.830225,0.297575,0.3,bert-base-uncased,256
173,733,594,480,0,2,2,892,917,594,594,intrapersonal,70,58,20.679235,0.295418,0.3,bert-base-uncased,256
173,733,594,480,1,2,1,895,917,480,594,interpersonal,43,58,11.342754,0.263785,0.3,bert-base-uncased,256
174,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
174,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
174,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
175,733,594,283,0,1,1,788,790,594,283,interpersonal,98,113,22.653049,0.231154,0.3,bert-base-uncased,256
175,733,594,283,0,2,2,788,850,594,594,intrapersonal,98,139,25.143038,0.256562,0.3,bert-base-uncased,256
175,733,594,283,1,2,1,790,850,283,594,interpersonal,113,139,28.390648,0.251245,0.3,bert-base-uncased,256
176,733,594,679,0,1,1,850,853,594,679,interpersonal,139,112,34.562035,0.248648,0.3,bert-base-uncased,256
176,733,594,679,0,2,2,850,892,594,594,intrapersonal,139,70,40.369453,0.290428,0.3,bert-base-uncased,256
176,733,594,679,1,2,1,853,892,679,594,interpersonal,112,70,31.916706,0.284971,0.3,bert-base-uncased,256
177,733,594,480,0,1,1,892,895,594,480,interpersonal,70,43,20.830225,0.297575,0.3,bert-base-uncased,256
177,733,594,480,0,2,2,892,917,594,594,intrapersonal,70,58,20.679235,0.295418,0.3,bert-base-uncased,256
177,733,594,480,1,2,1,895,917,480,594,interpersonal,43,58,11.342754,0.263785,0.3,bert-base-uncased,256
178,733,531,636,0,1,1,733,735,531,636,interpersonal,118,136,31.264997,0.264958,0.3,bert-base-uncased,256
178,733,531,636,0,2,2,733,777,531,531,intrapersonal,118,138,34.765198,0.294620,0.3,bert-base-uncased,256
178,733,531,636,1,2,1,735,777,636,531,interpersonal,136,138,36.980282,0.271914,0.3,bert-base-uncased,256
179,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
179,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
179,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
180,793,45,420,0,1,1,1146,1149,45,420,interpersonal,254,209,67.785210,0.266871,0.3,bert-base-uncased,256
180,793,45,420,0,2,2,1146,1257,45,45,intrapersonal,254,103,73.959686,0.291180,0.3,bert-base-uncased,256
180,793,45,420,1,2,1,1149,1257,420,45,interpersonal,209,103,58.251450,0.278715,0.3,bert-base-uncased,256
181,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
181,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
181,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
182,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
182,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
182,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
183,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
183,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
183,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
184,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
184,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
184,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
185,793,420,521,0,1,1,1149,1152,420,521,interpersonal,209,188,55.241135,0.264312,0.3,bert-base-uncased,256
185,793,420,521,0,2,2,1149,1161,420,420,intrapersonal,209,94,62.989052,0.301383,0.3,bert-base-uncased,256
185,793,420,521,1,2,1,1152,1161,521,420,interpersonal,188,94,53.650818,0.285377,0.3,bert-base-uncased,256
186,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
186,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
186,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
187,793,466,15,0,1,1,799,802,466,15,interpersonal,238,124,67.133972,0.282076,0.3,bert-base-uncased,256
187,793,466,15,0,2,2,799,949,466,466,intrapersonal,238,254,60.568745,0.254491,0.3,bert-base-uncased,256
187,793,466,15,1,2,1,802,949,15,466,interpersonal,124,254,28.489197,0.229752,0.3,bert-base-uncased,256
188,804,556,768,0,1,1,807,835,556,768,interpersonal,149,155,38.387859,0.257637,0.3,bert-base-uncased,256
188,804,556,768,0,2,2,807,936,556,556,intrapersonal,149,150,41.942635,0.281494,0.3,bert-base-uncased,256
188,804,556,768,1,2,1,835,936,768,556,interpersonal,155,150,38.832130,0.250530,0.3,bert-base-uncased,256
189,826,176,805,0,1,1,1058,1063,176,805,interpersonal,122,103,29.542864,0.242155,0.3,bert-base-uncased,256
189,826,176,805,0,2,2,1058,1134,176,176,intrapersonal,122,117,25.798742,0.211465,0.3,bert-base-uncased,256
189,826,176,805,0,3,3,1058,1207,176,805,interpersonal,122,72,36.132992,0.296172,0.3,bert-base-uncased,256
189,826,176,805,1,2,1,1063,1134,805,176,interpersonal,103,117,25.448540,0.247073,0.3,bert-base-uncased,256
189,826,176,805,1,3,2,1063,1207,805,805,intrapersonal,103,72,29.340311,0.284857,0.3,bert-base-uncased,256
189,826,176,805,2,3,1,1134,1207,176,805,interpersonal,117,72,34.118416,0.291610,0.3,bert-base-uncased,256
190,826,831,989,0,1,1,1330,1332,831,989,interpersonal,118,92,33.772263,0.286206,0.3,bert-base-uncased,256
190,826,831,989,0,2,2,1330,1496,831,831,intrapersonal,118,90,34.863270,0.295451,0.3,bert-base-uncased,256
190,826,831,989,1,2,1,1332,1496,989,831,interpersonal,92,90,26.012299,0.282742,0.3,bert-base-uncased,256
191,826,176,805,0,1,1,1058,1063,176,805,interpersonal,122,103,29.542864,0.242155,0.3,bert-base-uncased,256
191,826,176,805,0,2,2,1058,1134,176,176,intrapersonal,122,117,25.798742,0.211465,0.3,bert-base-uncased,256
191,826,176,805,0,3,3,1058,1207,176,805,interpersonal,122,72,36.132992,0.296172,0.3,bert-base-uncased,256
191,826,176,805,1,2,1,1063,1134,805,176,interpersonal,103,117,25.448540,0.247073,0.3,bert-base-uncased,256
191,826,176,805,1,3,2,1063,1207,805,805,intrapersonal,103,72,29.340311,0.284857,0.3,bert-base-uncased,256
191,826,176,805,2,3,1,1134,1207,176,805,interpersonal,117,72,34.118416,0.291610,0.3,bert-base-uncased,256
192,826,176,805,0,1,1,1058,1063,176,805,interpersonal,122,103,29.542864,0.242155,0.3,bert-base-uncased,256
192,826,176,805,0,2,2,1058,1134,176,176,intrapersonal,122,117,25.798742,0.211465,0.3,bert-base-uncased,256
192,826,176,805,1,2,1,1063,1134,805,176,interpersonal,103,117,25.448540,0.247073,0.3,bert-base-uncased,256
193,826,176,66,0,1,1,1134,1138,176,66,interpersonal,117,197,4.743038,0.040539,0.3,bert-base-uncased,256
193,826,176,66,0,2,2,1134,1296,176,176,intrapersonal,117,116,30.176662,0.257920,0.3,bert-base-uncased,256
193,826,176,66,1,2,1,1138,1296,66,176,interpersonal,197,116,52.254108,0.265249,0.3,bert-base-uncased,256
194,826,176,805,0,1,1,1058,1063,176,805,interpersonal,122,103,29.542864,0.242155,0.3,bert-base-uncased,256
194,826,176,805,0,2,2,1058,1134,176,176,intrapersonal,122,117,25.798742,0.211465,0.3,bert-base-uncased,256
194,826,176,805,1,2,1,1063,1134,805,176,interpersonal,103,117,25.448540,0.247073,0.3,bert-base-uncased,256
195,830,846,816,0,1,1,1007,1018,846,816,interpersonal,141,114,32.555298,0.230889,0.3,bert-base-uncased,256
195,830,846,816,0,2,2,1007,1137,846,846,intrapersonal,141,62,42.474533,0.301238,0.3,bert-base-uncased,256
195,830,846,816,1,2,1,1018,1137,816,846,interpersonal,114,62,33.495049,0.293816,0.3,bert-base-uncased,256
196,830,846,1084,0,1,1,1137,1367,846,1084,interpersonal,62,110,15.732913,0.253757,0.3,bert-base-uncased,256
196,830,846,1084,0,2,2,1137,1526,846,846,intrapersonal,62,120,16.202885,0.261337,0.3,bert-base-uncased,256
196,830,846,1084,1,2,1,1367,1526,1084,846,interpersonal,110,120,28.668238,0.260620,0.3,bert-base-uncased,256
